Title,Artist,Nationality,Lifespan,Image_URL,Image_path,Birth,Death,Year,Impressionist,Highly_Detailed,Human_Subject,Landscape,Abstract,Ornamental_Pattern,Animal_Subject,Architecture_Subject,Many_Colors
Akt,Mikuláš Galanda,Slovak, 1895 – 1938,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Akt%20(1935).jpg,Akt (1935).jpg,1895,1938.0,1935.0,0.05393349379301071,0.027381423860788345,0.5085232257843018,0.2937106192111969,0.03385387733578682,0.013442352414131165,0.04396100714802742,0.024935157969594002,0.0002587917842902243
Trunks and Foliage,Johann Walter-Kurau,Latvian, 1869 – 1932,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Trunks%20and%20Foliage%20(1925).jpg,Trunks and Foliage (1925).jpg,1869,1932.0,1925.0,0.0661088228225708,0.002073981799185276,0.002496398752555251,0.8941696882247925,0.01947568543255329,0.004928396083414555,0.0038574086502194405,0.0006537983426824212,0.006235866341739893
The Open Window,Edward Wadsworth,English, 1889 – 1949,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/The%20Open%20Window%20(c.%201914).jpg,The Open Window (c. 1914).jpg,1889,1949.0,1914.0,0.0022070775739848614,0.033232491463422775,0.009361290372908115,0.08955247700214386,0.04776633158326149,0.7843904495239258,0.006188650615513325,0.019685205072164536,0.007615961600095034
Ornamenteel ontwerp,Carel Adolph Lion Cachet,Dutch, 1864 – 1945,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Ornamenteel%20ontwerp%20(1895).jpg,Ornamenteel ontwerp (1895).jpg,1864,1945.0,1895.0,0.030254699289798737,0.03846168890595436,0.10754799842834473,0.07182780653238297,0.1952769011259079,0.1668524593114853,0.06966718286275864,0.3145044445991516,0.005606823600828648
Thunder Shower,Arthur Dove,American, 1880-1946,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Thunder%20Shower%20(1940).jpg,Thunder Shower (1940).jpg,1880,1946.0,1940.0,0.0872056633234024,0.0003325206635054201,0.001203011255711317,0.7413429021835327,0.16258172690868378,0.0005969518679194152,0.0015162015333771706,0.003568380605429411,0.0016525748651474714
Stilleben mit Tasse,Alexej von Jawlensky,Russian, 1864-1941,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Stilleben%20mit%20Tasse%20(circa%201908).jpg,Stilleben mit Tasse (circa 1908).jpg,1864,1941.0,1908.0,0.604308009147644,0.0017598762642592192,0.0022313555236905813,0.3510037064552307,0.023770296946167946,0.0022239582613110542,0.0016265611629933119,0.002915330696851015,0.010160920210182667
Mountains,Augusto Giacometti,Swiss, 1877 – 1947,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Mountains%20(1904).jpg,Mountains (1904).jpg,1877,1947.0,1904.0,0.009105730801820755,0.008610648103058338,0.0017553421203047037,0.9522134065628052,0.005418707150965929,0.010353748686611652,0.004306118935346603,0.007144198752939701,0.0010921246139332652
Drengeportræt,Henry Nielsen,Danish, 1907 - 1937,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Drengeportræt%20(1932).jpg,Drengeportræt (1932).jpg,1907,1937.0,1932.0,0.16464509069919586,0.025372439995408058,0.5558017492294312,0.03356778994202614,0.07625111192464828,0.01741204969584942,0.11703043431043625,0.008227145299315453,0.0016921550268307328
Holy family,Mikuláš Galanda,Slovak, 1895 – 1938,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Holy%20family%20(1924).jpg,Holy family (1924).jpg,1895,1938.0,1924.0,0.0008980865823104978,0.21499337255954742,0.5679542422294617,0.05878141149878502,0.012926805764436722,0.05657774955034256,0.07064028829336166,0.016205592080950737,0.0010224457364529371
Blooming azaleas,Augusto Giacometti,Swiss, 1877 – 1947,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Blooming%20azaleas%20(1911).jpg,Blooming azaleas (1911).jpg,1877,1947.0,1911.0,0.8592286705970764,0.006232722662389278,0.0019425281789153814,0.08350018411874771,0.01277611218392849,0.016465384513139725,0.005142332520335913,0.0015704809920862317,0.013141603209078312
Le Taxi (Boulevard à Paris),Louis Valtat,French, 1869-1952,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Le%20Taxi%20(Boulevard%20à%20Paris)%20(circa%201905).jpg,Le Taxi (Boulevard à Paris) (circa 1905).jpg,1869,1952.0,1905.0,0.14392437040805817,0.0021793527994304895,0.00773101719096303,0.7891930937767029,0.007693580351769924,0.0059705814346671104,0.020411375910043716,0.01670914515852928,0.006187592167407274
Fametszet,László Moholy-Nagy,Hungarian, 1895 - 1946,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Fametszet%20(1921).jpg,Fametszet (1921).jpg,1895,1946.0,1921.0,0.0017954101786017418,0.01310997735708952,0.030717575922608376,0.04744473472237587,0.542672872543335,0.22979705035686493,0.022380124777555466,0.11105818301439285,0.001024132128804922
Landscape from Christiansø,Edvard Weie,Danish, 1879 - 1943,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Landscape%20from%20Christiansø%20(1913%20-%201914).jpg,Landscape from Christiansø (1913 - 1914).jpg,1879,1943.0,1914.0,0.06653201580047607,7.40859322831966e-05,0.00016126211266964674,0.9312242865562439,0.0004205083241686225,2.404053338977974e-05,0.00020812383445445448,0.0009815208613872528,0.00037410701042972505
Drie paarden,Leo Gestel,Dutch, 1881- 1941,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Drie%20paarden%20(1925).jpg,Drie paarden (1925).jpg,1881,1941.0,1925.0,0.013680167496204376,0.01748952642083168,0.010411790572106838,0.13499228656291962,0.11826633661985397,0.324556827545166,0.3633151948451996,0.01066630519926548,0.00662152050063014
Runners,Robert Delaunay,French, 1885-1941,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Runners%20(1924).jpg,Runners (1924).jpg,1885,1941.0,1924.0,0.7556998133659363,0.00116358429659158,0.0294815581291914,0.06145327910780907,0.033909257501363754,0.001191884744912386,0.002207602374255657,0.0034653504844754934,0.1114276796579361
Man Reclining on a Rock,Arnold Peter Weisz-Kubínčan,Slovak, 1898 - 1944,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Man%20Reclining%20on%20a%20Rock%20(1925–1935).jpg,Man Reclining on a Rock (1925–1935).jpg,1898,1944.0,1935.0,0.23781146109104156,0.013797001913189888,0.06204380840063095,0.368830144405365,0.02427743375301361,0.0031946597155183554,0.2761077284812927,0.013633194379508495,0.00030452900682576
La femme au gant noir,Albert Gleizes,French, 1881 - 1953,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/La%20femme%20au%20gant%20noir%20(circa%201920).jpg,La femme au gant noir (circa 1920).jpg,1881,1953.0,1920.0,0.16635273396968842,0.006010053679347038,0.28755348920822144,0.11410784721374512,0.29955118894577026,0.043226853013038635,0.027671517804265022,0.04250314459204674,0.013023220002651215
Bloem,Carel Adolph Lion Cachet,Dutch, 1864 – 1945,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Bloem%20(1874).jpg,Bloem (1874).jpg,1864,1945.0,1874.0,0.03941343352198601,0.020176231861114502,0.08102952688932419,0.17991146445274353,0.3057287633419037,0.07717379182577133,0.04016995057463646,0.25538504123687744,0.001011766493320465
Exhibit,William Pachner,American, 1915 – 2017,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Exhibit%20(1969).jpg,Exhibit (1969).jpg,1915,2017.0,1969.0,0.062372658401727676,0.2543160617351532,0.11279676109552383,0.0273359976708889,0.1955379843711853,0.129587322473526,0.08834255486726761,0.09563428908586502,0.034076374024152756
Reclameontwerp voor zonneschermen,Reijer Stolk,Dutch, 1896 - 1945,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Reclameontwerp%20voor%20zonneschermen%20(1919-08).jpg,Reclameontwerp voor zonneschermen (1919-08).jpg,1896,1945.0,1908.0,0.0966963842511177,0.02751796878874302,0.31458550691604614,0.08296333253383636,0.014449569396674633,0.3924844264984131,0.04000573977828026,0.030959827825427055,0.0003372713690623641
Nach oben,Paul Klee,German, 1879 - 1940,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Nach%20oben%20(1939).jpg,Nach oben (1939).jpg,1879,1940.0,1939.0,0.02320839837193489,0.0183942299336195,0.07038141787052155,0.10278359800577164,0.1496836543083191,0.10679305344820023,0.42030614614486694,0.10610273480415344,0.002346790162846446
Reclining girl,Georges Valmier,French, 1885 – 1937,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Reclining%20girl%20(1926).jpg,Reclining girl (1926).jpg,1885,1937.0,1926.0,0.017637917771935463,0.0028263141866773367,0.0013304223539307714,0.9092263579368591,0.01718011312186718,0.0011371350847184658,0.001385376788675785,0.048560261726379395,0.0007160722161643207
Rivière d’Argent au Huelgoat,Paul Sérusier,French, 1864 - 1927,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Rivière%20d’Argent%20au%20Huelgoat%20(1895).jpg,Rivière d’Argent au Huelgoat (1895).jpg,1864,1927.0,1895.0,0.02090194821357727,0.11219896376132965,0.11299658566713333,0.5004870295524597,0.0206604041159153,0.03163661062717438,0.12562477588653564,0.07137706130743027,0.004116560332477093
Ontwerp voor ex libris voor D.H. Plantenga,Reijer Stolk,Dutch, 1896 - 1945,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Ontwerp%20voor%20ex%20libris%20voor%20D.H.%20Plantenga%20(1906).jpg,Ontwerp voor ex libris voor D.H. Plantenga (1906).jpg,1896,1945.0,1906.0,0.00037184800021350384,0.040902696549892426,0.020243322476744652,0.009206263348460197,0.06323664635419846,0.8057253956794739,0.012483948841691017,0.046088505536317825,0.001741318847052753
Święty Franciszek. Projekt witraża do prezbiterium kościoła Franciszkanów w Krakowie,Stanisław Wyspiański,Polish, 1869-1907,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Święty%20Franciszek.%20Projekt%20witraża%20do%20prezbiterium%20kościoła%20Franciszkanów%20w%20Krakowie%20(1897).jpg,Święty Franciszek. Projekt witraża do prezbiterium kościoła Franciszkanów w Krakowie (1897).jpg,1869,1907.0,1897.0,0.008792484179139137,0.0187244676053524,0.0066512105986475945,0.6396876573562622,0.037973739206790924,0.2521120011806488,0.010494562797248363,0.0161835178732872,0.009380372241139412
Ohne Titel; aus; ‘Die 150 Blätter’ X,Karl Wiener,Austrian, 1901-1949,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Ohne%20Titel;%20aus;%20‘Die%20150%20Blätter’%20X%20(1940).jpg,Ohne Titel; aus; ‘Die 150 Blätter’ X (1940).jpg,1901,1949.0,1940.0,0.1553240418434143,0.0005049904575571418,0.016655217856168747,0.8095497488975525,0.008302261121571064,8.725947554921731e-05,0.001116941450163722,0.0035845900420099497,0.004874916281551123
Boy in Fancy Dress,Paul Klee,German, 1879 - 1940,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Boy%20in%20Fancy%20Dress%20(1931).jpg,Boy in Fancy Dress (1931).jpg,1879,1940.0,1931.0,0.2231517732143402,0.18322943150997162,0.4226188063621521,0.04867168515920639,0.030140116810798645,0.009326275438070297,0.014846602454781532,0.01893169991672039,0.049083560705184937
Fragments de figure à l’ensemble des plans,Otto Freundlich,German, 1878-1943,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Fragments%20de%20figure%20à%20l’ensemble%20des%20plans%20(1928).jpg,Fragments de figure à l’ensemble des plans (1928).jpg,1878,1943.0,1928.0,0.1803809553384781,0.01218959130346775,0.16315777599811554,0.06351973861455917,0.4039580523967743,0.02032417431473732,0.024274006485939026,0.01992916874587536,0.11226649582386017
Abstract Pattern Portfolio Pl.04,Mizuki Heitaro,Japanese, 20th Century,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Abstract%20Pattern%20Portfolio%20Pl.04%20(1930).jpg,Abstract Pattern Portfolio Pl.04 (1930).jpg,1900,2000.0,1930.0,0.0011729610851034522,0.017889348790049553,0.027375362813472748,0.006448530126363039,0.05486177280545235,0.8471269607543945,0.008018791675567627,0.021772613748908043,0.01533359196037054
Ohne Titel; aus; ‘Die 150 Blätter’ XXXIV,Karl Wiener,Austrian, 1901-1949,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Ohne%20Titel;%20aus;%20‘Die%20150%20Blätter’%20XXXIV%20(1943).jpg,Ohne Titel; aus; ‘Die 150 Blätter’ XXXIV (1943).jpg,1901,1949.0,1943.0,0.6734095811843872,0.006625653710216284,0.1091923788189888,0.09185559302568436,0.041127245873212814,0.00153896224219352,0.005140682682394981,0.03286563977599144,0.038244251161813736
Prismes-17,Emile-Allain Séguy,French, 1877-1951,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Prismes-17%20(1931).jpg,Prismes-17 (1931).jpg,1877,1951.0,1931.0,0.011012724600732327,0.008183649741113186,0.010169808752834797,0.03565503656864166,0.725186824798584,0.05091727152466774,0.004129606299102306,0.11742346733808517,0.03732156753540039
Gelbe Magnolie,Christian Rohlfs,German, 1849-1938,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Gelbe%20Magnolie%20(1930).jpg,Gelbe Magnolie (1930).jpg,1849,1938.0,1930.0,0.6549681425094604,0.0029766748193651438,0.0022921464405953884,0.029749678447842598,0.2794026732444763,0.016735520213842392,0.002017610240727663,0.0034735999070107937,0.008383970707654953
Steinberg,Karl Wiener,Austrian, 1901-1949,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Steinberg%20(around%201924).jpg,Steinberg (around 1924).jpg,1901,1949.0,1924.0,0.004402045626193285,0.00010977277997881174,8.386972331209108e-05,0.9944971203804016,9.617325849831104e-05,3.5231543733971193e-05,6.257325003389269e-05,0.000163606513524428,0.0005496894591487944
Pour la Contemplation,Albert Gleizes,French, 1881 - 1953,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Pour%20la%20Contemplation%20(1942).jpg,Pour la Contemplation (1942).jpg,1881,1953.0,1942.0,0.48161786794662476,0.008771845139563084,0.0268850140273571,0.05163554847240448,0.37101230025291443,0.018428470939397812,0.007176543585956097,0.019306020811200142,0.015166424214839935
Starena,Zolo Palugyay,Slovak, 1898-1935,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Starena%20(1925–1933).jpg,Starena (1925–1933).jpg,1898,1935.0,1933.0,0.6565173268318176,0.012141077779233456,0.03761497884988785,0.22501635551452637,0.006797316484153271,0.012390035204589367,0.02802632749080658,0.01524407509714365,0.006252505350857973
"Guitar, Book and Newspaper",Juan Gris,Spanish, 1887-1927,"https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Guitar,%20Book%20and%20Newspaper%20(1920).jpg","Guitar, Book and Newspaper (1920).jpg",1887,1927.0,1920.0,0.06443732231855392,0.04582879692316055,0.13302750885486603,0.26426783204078674,0.3219200074672699,0.006485206540673971,0.03744213655591011,0.124073825776577,0.002517424989491701
Adam and Eve (Der Sündenfall),Lovis Corinth,German, 1858-1925,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Adam%20and%20Eve%20(Der%20Sündenfall)%20(1919).jpg,Adam and Eve (Der Sündenfall) (1919).jpg,1858,1925.0,1919.0,0.17056842148303986,0.020045986399054527,0.5232765078544617,0.07758579403162003,0.08773680776357651,0.021047517657279968,0.07880337536334991,0.013946815393865108,0.006988836918026209
Die Frauen und der Tod,Karl Wiener,Austrian, 1901-1949,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Die%20Frauen%20und%20der%20Tod%20(around%201935).jpg,Die Frauen und der Tod (around 1935).jpg,1901,1949.0,1935.0,9.863981540547684e-05,0.009864029474556446,0.9796185493469238,0.00021606645896099508,0.0011976906098425388,0.0007706456817686558,0.0040136841125786304,0.0035722898319363594,0.0006484451587311924
"Ohne Titel (Collage, Frau, Mond und Totenkopf)",Karl Wiener,Austrian, 1901-1949,"https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Ohne%20Titel%20(Collage,%20Frau,%20Mond%20und%20Totenkopf)%20(1942).jpg","Ohne Titel (Collage, Frau, Mond und Totenkopf) (1942).jpg",1901,1949.0,1942.0,0.010344509035348892,0.044279973953962326,0.3642394244670868,0.21680644154548645,0.021918462589383125,0.000421699631260708,0.00995957013219595,0.3263053894042969,0.005724505987018347
Untitled,Amadeo de Souza-Cardoso,Portuguese, 1887 – 1918,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Untitled%20(c.1915).jpg,Untitled (c.1915).jpg,1887,1918.0,1915.0,0.08361951261758804,0.046188414096832275,0.00043194423778913915,0.6637815237045288,0.012782246805727482,0.027436284348368645,0.0028299042023718357,0.13353466987609863,0.029395507648587227
Synchromist Flowers,William Henry Kemble Yarrow,American, 1891-1941,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Synchromist%20Flowers%20(circa%201917-20).jpg,Synchromist Flowers (circa 1917-20).jpg,1891,1941.0,1920.0,0.520079493522644,0.005099914968013763,0.02832587994635105,0.20625239610671997,0.16479386389255524,0.013691048137843609,0.018389370292425156,0.012462323531508446,0.03090573102235794
Gelbe Häuser,Alexej von Jawlensky,Russian, 1864-1941,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Gelbe%20Häuser%20(1909).jpg,Gelbe Häuser (1909).jpg,1864,1941.0,1909.0,0.5987074375152588,0.000958904332946986,0.0005399678484536707,0.367264986038208,0.0029924993868917227,9.028019849210978e-05,0.0002402783720754087,0.027241835370659828,0.0019638470839709044
Coconuts,Romuald Kamil Witkowski,Polish, 1876-1950,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Coconuts%20(1931).jpg,Coconuts (1931).jpg,1876,1950.0,1931.0,0.1176118329167366,0.018253596499562263,0.04983172193169594,0.2466460019350052,0.410453200340271,0.059720445424318314,0.06747840344905853,0.023967279121279716,0.006037449464201927
37. Plafond du Tombeau De Houï (Gournet-Mourraï),Gustave Jéquier,Swiss, 1868-1946,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/37.%20Plafond%20du%20Tombeau%20De%20Houï%20(Gournet-Mourraï)%20(1911).jpg,37. Plafond du Tombeau De Houï (Gournet-Mourraï) (1911).jpg,1868,1946.0,1911.0,0.0019716841634362936,0.03102416731417179,0.017194032669067383,0.036268435418605804,0.0664668157696724,0.8029965758323669,0.017090613022446632,0.011694533750414848,0.015293212607502937
Udkast til freskerne i Viborg Domkirke. Søndre korsarms-hvælvning,Joakim Skovgaard,Danish, 1856 - 1933,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Udkast%20til%20freskerne%20i%20Viborg%20Domkirke.%20Søndre%20korsarms-hvælvning%20(1896%20-%201897).jpg,Udkast til freskerne i Viborg Domkirke. Søndre korsarms-hvælvning (1896 - 1897).jpg,1856,1933.0,1897.0,9.711987513583153e-05,0.023253431543707848,0.004135829862207174,0.002322691259905696,0.0006963921478018165,0.9585521221160889,0.003339015180245042,0.007385468576103449,0.0002180509181926027
Schetsblad met paarden,Leo Gestel,Dutch, 1881- 1941,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Schetsblad%20met%20paarden%20(1891).jpg,Schetsblad met paarden (1891).jpg,1881,1941.0,1891.0,0.0038582098204642534,0.011338633485138416,0.00151441665366292,0.7879602909088135,0.0009450785000808537,0.01875542476773262,0.1734660416841507,0.0017571896314620972,0.00040468081715516746
Meditation,Alexej von Jawlensky,Russian, 1864-1941,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Meditation%20(1935).jpg,Meditation (1935).jpg,1864,1941.0,1935.0,0.18905946612358093,0.0047279405407607555,0.02005598321557045,0.34195223450660706,0.3787817656993866,0.0020407510455697775,0.006277783773839474,0.016302568838000298,0.0408015176653862
Maastik oksaga (Autoportree),Tiit Pääsuke,Estonian, b. 1941,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Maastik%20oksaga%20(Autoportree)%20(1982).jpg,Maastik oksaga (Autoportree) (1982).jpg,1941,,1982.0,0.07001456618309021,0.0007104318356141448,0.007223124150186777,0.8865103721618652,0.009037633426487446,0.0019056759774684906,0.01879674568772316,0.0019484320655465126,0.00385300163179636
Lovers,Cyprián Majerník,Slovak, 1909 - 1945,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Lovers%20(1936).jpg,Lovers (1936).jpg,1909,1945.0,1936.0,0.6061642169952393,0.014243276789784431,0.16252322494983673,0.12327805161476135,0.04069863632321358,0.00455819396302104,0.03133785352110863,0.013965443708002567,0.003231152193620801
Magnolienknospe im Krug,Christian Rohlfs,German, 1849-1938,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Magnolienknospe%20im%20Krug%20(1930).jpg,Magnolienknospe im Krug (1930).jpg,1849,1938.0,1930.0,0.672966480255127,0.005453149322420359,0.042262814939022064,0.20138785243034363,0.031235063448548317,0.0007853534771129489,0.03375081345438957,0.010506851598620415,0.0016515376046299934
Sonnenblumen I,Egon Schiele,Austrian, 1890-1918,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Sonnenblumen%20I%20(1911).jpg,Sonnenblumen I (1911).jpg,1890,1918.0,1911.0,0.34121131896972656,0.005030589643865824,0.008250933140516281,0.509469211101532,0.07579982280731201,0.020612694323062897,0.020547926425933838,0.009448868222534657,0.009628690779209137
Apocalyptic Riders I,Wassily Kandinsky,Russian, 1866 - 1944,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Apocalyptic%20Riders%20I%20(1911).jpg,Apocalyptic Riders I (1911).jpg,1866,1944.0,1911.0,0.06594714522361755,0.03883063793182373,0.04570430517196655,0.12718507647514343,0.3920671045780182,0.11452406644821167,0.07186402380466461,0.017257502302527428,0.12662014365196228
Decoratief ontwerp met leeuwen,Carel Adolph Lion Cachet,Dutch, 1864 – 1945,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Decoratief%20ontwerp%20met%20leeuwen%20(1874).jpg,Decoratief ontwerp met leeuwen (1874).jpg,1864,1945.0,1874.0,2.2567448468180373e-05,0.010557999834418297,0.0002946362365037203,0.00047584521234966815,0.0003778084646910429,0.9816794395446777,0.003355246502906084,0.003231673501431942,4.803265710506821e-06
Prismes-26,Emile-Allain Séguy,French, 1877-1951,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Prismes-26%20(1931).jpg,Prismes-26 (1931).jpg,1877,1951.0,1931.0,0.014703404158353806,0.009993438608944416,0.01781754195690155,0.007840723730623722,0.29722052812576294,0.5954683423042297,0.008239827118813992,0.012738650664687157,0.035977527499198914
Haus auf der Staffel,Ernst Ludwig Kirchner,German, 1880-1938,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Haus%20auf%20der%20Staffel%20(1918).jpg,Haus auf der Staffel (1918).jpg,1880,1938.0,1918.0,0.033254269510507584,0.00022064933727961034,8.211383828893304e-05,0.9638795256614685,0.00013718157424591482,3.5220797144575045e-05,0.00014354803715832531,0.001695751678198576,0.0005517641548067331
Giftbeeren (Poisonous Berries),Paul Klee,German, 1879 - 1940,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Giftbeeren%20(Poisonous%20Berries)%20(1920).jpg,Giftbeeren (Poisonous Berries) (1920).jpg,1879,1940.0,1920.0,0.013711894862353802,0.0049015916883945465,0.017906516790390015,0.3124028444290161,0.3771691918373108,0.18152953684329987,0.019210776314139366,0.028150491416454315,0.045017059892416
Persian Ornament,Elizabeth A. Nedwill,American, 19th century,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Persian%20Ornament%20(ca%201900).jpg,Persian Ornament (ca 1900).jpg,1800,1900.0,1900.0,7.776056008879095e-05,0.0015657430049031973,2.3570197299704887e-05,0.0006212648004293442,0.0001265210594283417,0.9972283244132996,9.885132021736354e-05,0.00014333623403217643,0.00011459497909527272
The Channel Sketchbook 49,Joseph Mallord William Turner,English, 1775-1851,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/The%20Channel%20Sketchbook%2049%20(ca.%201845).jpg,The Channel Sketchbook 49 (ca. 1845).jpg,1775,1851.0,1845.0,0.025362366810441017,0.00852789543569088,0.007478919345885515,0.8849622011184692,0.028287557885050774,0.0025333683006465435,0.028831619769334793,0.013566073961555958,0.0004500349750742316
Collage with Three Elements,László Moholy-Nagy,Hungarian, 1895 - 1946,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Collage%20with%20Three%20Elements%20(1922).jpg,Collage with Three Elements (1922).jpg,1895,1946.0,1922.0,0.002366491826251149,0.012905871495604515,0.03830829635262489,0.05161555856466293,0.5387664437294006,0.01479750033468008,0.025299478322267532,0.2779655158519745,0.03797481581568718
Composition Futuriste,Jules Schmalzigaug,Belgian, 1882-1917,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Composition%20Futuriste%20(1914).jpg,Composition Futuriste (1914).jpg,1882,1917.0,1914.0,0.04416178911924362,0.05089674890041351,0.010546257719397545,0.10554191470146179,0.1701553910970688,0.5392499566078186,0.009929463267326355,0.06724639981985092,0.0022720866836607456
Deer in the Forest II,Franz Marc,German, 1880-1916,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Deer%20in%20the%20Forest%20II%20(1912).jpg,Deer in the Forest II (1912).jpg,1880,1916.0,1912.0,0.33192571997642517,0.00796853844076395,0.004485847894102335,0.5526445508003235,0.04241912439465523,0.02063092589378357,0.034427154809236526,0.0015753747429698706,0.003922699019312859
Prismes-2,Emile-Allain Séguy,French, 1877-1951,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Prismes-2%20(1931).jpg,Prismes-2 (1931).jpg,1877,1951.0,1931.0,0.000115241899038665,0.008141404949128628,0.0003784601576626301,0.014251948334276676,0.015162440948188305,0.9484605193138123,0.0025266925804316998,0.010487142950296402,0.00047607903252355754
Red Balloon,Paul Klee,German, 1879 - 1940,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Red%20Balloon%20(1922).jpg,Red Balloon (1922).jpg,1879,1940.0,1922.0,0.11808743327856064,0.0007907588733360171,0.009158510714769363,0.4919540286064148,0.24180245399475098,0.002686438849195838,0.0015962226316332817,0.10808733105659485,0.025836868211627007
Ophelia,Odilon Redon,French, 1840-1916,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Ophelia%20(1906).jpg,Ophelia (1906).jpg,1840,1916.0,1906.0,0.8525641560554504,0.00905581098049879,0.028723374009132385,0.046037912368774414,0.011710532009601593,0.018343904986977577,0.026400666683912277,0.0014311658451333642,0.00573256891220808
Klänge Pl.15,Wassily Kandinsky,Russian, 1866 - 1944,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Klänge%20Pl.15%20(1913).jpg,Klänge Pl.15 (1913).jpg,1866,1944.0,1913.0,0.038236964493989944,0.0313316211104393,0.03557312488555908,0.04989466443657875,0.5177994966506958,0.23537002503871918,0.02754909172654152,0.023337747901678085,0.04090726003050804
Der Träumer,Karl Wiener,Austrian, 1901-1949,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Der%20Träumer%20(around%201929).jpg,Der Träumer (around 1929).jpg,1901,1949.0,1929.0,0.004914089106023312,0.015186285600066185,0.7735350728034973,0.07090166956186295,0.014876458793878555,0.0010990170994773507,0.10142585635185242,0.01779402792453766,0.0002675011055544019
archers,Ernst Ludwig Kirchner,German, 1880-1938,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/archers%20(1935%20-%201937).jpg,archers (1935 - 1937).jpg,1880,1938.0,1937.0,0.11099383234977722,0.015251300297677517,0.26588380336761475,0.5442683100700378,0.013857124373316765,0.001375911757349968,0.027529550716280937,0.0036131374072283506,0.01722702570259571
